author,authorbio,issueurl,pdfname,section,title,titlegroup
Brian Carey Chung ,"choreographer and poet, is currently an MFA student and adjunct professor in creative writing at New York University. He is a member of Squaw Valley Community of Writers, and has been published in Open City, Spoon River Poetry Review, Fourteen Hills, Modern Words, and the San Francisco Bay Guardian where he was a winner of its 13th annual competition. Prior to returning to school, Brian performed as principle dancer and soloist in the companies of internationally acclaimed choreographers Karole Armitage, Alonzo King, and Dwight Rhoden. He has taught master classes and guest lectured on dance at New York University, University of Arizona, Stanford University, and University of Hawaii. Additionally, he has served as rehearsal assistant to Mr. Rhoden's company for its 2005 New York season, as ballet master to Ballet Folklorico de San Francisco, and on the faculties of San Francisco Dance Center and Peridance in New York. As a choreographer, Brian has created ballets for the Santa Barbara Ballet, Cedar Lake Ensemble II, and Luna Negra Dance Theatre. This summer, Brian will be the assistant choreographer to Karole Armitage in the Public Theatres production of Hair.",http://www.nyu.edu/calabash/contributors.shtml,,,,
Frances-Marie Coke ,"is a Senior Teaching Fellow-Mona School of Business, University of The West Indies.  Ms. Coke’s first book of poetry The Balm of Dusk Lilies was published by The Observer Literary Publications in 2001. Her poems have also been published in Bearing Witness 1, Bearing Witness 2 and Bearing Witness 3 – anthologies published by The Jamaica Observer Literary Publications. She has been the winner of several JCDC awards for poetry and short stories, and has won a National Book Development Council Special Award for her collection of poems.",http://www.nyu.edu/calabash/contributors.shtml,,,,
ERNEST PEPIN," is a novelist and a poet, born in Guadeloupe in 1950. He was the recipient of several prizes and awards. His work includes 3 novels: L'Homme au baton, Tambour-Babel, Le tango de la haine.",http://www.nyu.edu/calabash/vol1no2/contributors_vol1no2.shtml,,,,
FELIX DE ROOY," isa filmmaker, visual artist, writer and theater-director, de Rooy, who was born in Curaçao, has lived in Surinam and New York, and presently lives in the Netherlands. He obtained a Master's of Fine Arts in film directing from New York University. Presently, he teaches film directing and film analysis at The Open Studio in Amsterdam. He is also a columnist for Contrast, a weekly magazine. Mr. de Rooy has been awarded numerous awards for his creative works, and has been included in several exhibitions. His films, Ava and Gabriel and Almacita diDesolato, are very well known.",http://www.nyu.edu/calabash/vol1no2/contributors_vol1no2.shtml,,,,
ROBERT EDISON SANDIFORD," isa Canadian writer of Barbadian descent whose work has appeared in The Globe and Mail, Another Chicago Magazine, Caribbean Travel & Life, Paramour, and The Comics Journal, among other publications. He is the author of Winter, Spring, Summer, Fall: Stories (Empyreal Press/The Independent Press, Montreal) as well as Attractive Forces and the forthcoming Stray Moonbeams (NBM Publishing, New York). He is also the arts and entertainment editor of The Nation newspaper in Barbados. Recently, he completed his first full-length novel, Squirrels.",http://www.nyu.edu/calabash/vol1no2/contributors_vol1no2.shtml,,,,
HAZEL SIMMONS-MCDONALD," is a St. Lucian who teaches Applied Linguistics at the University of the West Indies in Barbados. She writes poetry and fiction for adults and children. Her work has appeared in the following journals: Savacou, The Literary Review, Malahat Review and Pathways as well as in anthologies of Caribbean poetry. Hazel organises the Summer workshops in creative writing for the Cave Hill campus.",http://www.nyu.edu/calabash/vol1no2/contributors_vol1no2.shtml,,,,
CLAIRE INCE," is a Barbadian writer living in New 
York. An MFA graduate of NYU's Dramatic Writing Program, her work has appeared in Ma 
Comere, The Caribbean Writer, Panache, Viva Magazine and The Waverly Review. She was 
the 2000 recipient of the Miller Cutting Edge Award for Short Fiction.",http://www.nyu.edu/calabash/vol2no1/contributors_vol2no1.shtml,,,,
CHRISTINE Y. KIM," is an assistant curator at 
The Studio Museum in Harlem.",http://www.nyu.edu/calabash/vol2no1/contributors_vol2no1.shtml,,,,
QURAYSH ALI LANSANA," is the author of two poetry 
collections, including Southside Rain (Third World Press, 1999), a children's book, a 
PBS award-winning poetry video, and is co-editor of Role Call: A Generational Anthology 
of Social and Political Black Literature and Art (Third World Press, 2001) and editor of 
Glencoe/McGraw-Hill's Literature Library: African American Literature Reader and two 
anthologies of young adult writing. He is currently an editor at Holt, Rinehart and Winston 
and serves on the advisory board of the Academy of American Poets Operation Seed Online 
Classroom. He has been a literary teaching artist for over a decade. Quraysh is a University 
Fellow in the Creative Writing Program at New York University. In 1999, Quraysh was awarded 
the Henry Blakely Award, presented by the late Gwendolyn Brooks.",http://www.nyu.edu/calabash/vol2no1/contributors_vol2no1.shtml,,,,
ENITH MARTIN WILLIAMS," was born in James Hill, Clarendon, 
Jamaica. At age 11 she migrated with her family to New York City. A Graduate of Williams College 
she attended Fordham University Graduate School of Education. In 1995 Enith returned with her 
two children to live in Jamaica. She has had a number of short stories published in the ""Jamaican 
Observer Arts Magazine"" and her short story ""Patrick"" was published in ""Bearing Witness, the Best 
of the Observer Arts Magazine"" an Anthology published by the Jamaica Observer Newspaper. Enith 
began writing in the year 2000.",http://www.nyu.edu/calabash/vol2no1/contributors_vol2no1.shtml,,,,
SHARA MCCALLUM," was born in Kingston, Jamaica and raised 
in the United States. Currently she lives in Tennessee and teaches at the University of Memphis.
 Her first collection of poems, The River Between Us, was published in 1999.",http://www.nyu.edu/calabash/vol2no1/contributors_vol2no1.shtml,,,,
PAMELA MORDECAI," was born and raised in Jamaica. 
Her poetry has appeared in Journals, anthologies and textbooks published in Canada, 
the UK, the USA, Germany and the Caribbean. A prolific anthologist devoted to the 
exposition of the work of women from the Caribbean, she has edited/ co-edited several 
anthologies, including Jamaica Woman, From Our Yard, and Her True-True Name. In 1993, 
Ezra's Goldfish and other Storypoems, a collection for children, won Jamaica's inaugural 
Vic Reid Award for Children's Literature.",http://www.nyu.edu/calabash/vol2no1/contributors_vol2no1.shtml,,,,
ROXANNA FONT," is a poetry editor of the Bellevue 
        Literary Review. She received her MFA from New York University and has 
        been awarded writing residencies at Hedgebrook and the Djerassi Institute. 
        She lives in San Francisco.",http://www.nyu.edu/calabash/vol2no2/contributors_vol2no2.shtml,,,,
PEGGY GARRISON," teaches creative writing at 
        New York University and is a writer in residence for Teachers and Writers 
        Collective. She has published several books of poems, including Ding the 
        Bell, Charing Cross Bridge and other Poems, and, with David Quintavalle, 
        With Candor. She has been widely published in literary magazines and earned 
        an MA in Creative writing from The City College of New York.",http://www.nyu.edu/calabash/vol2no2/contributors_vol2no2.shtml,,,,
MAGGIE HARRIS," was born in Guyana and has 
        lived in the UK since 1971. Her first collection, Limbolands won the Guyana 
        Prize for Literature 2000. She has performed her work in the UK, Europe, 
        Ireland and the Caribbean, and regularly works with other artists of different 
        disciplines. She works as a Reader Development Worker for Kent Libraries 
        and has just won an award from East England Arts to write a collection 
        of poems for children, Anansi Meets Miss Muffet. She is also writing a 
        memoir of her childhood in Guyana.",http://www.nyu.edu/calabash/vol2no2/contributors_vol2no2.shtml,,,,
ALBA DELIA HERNANDEZ," is a fiction writer 
        who was born in Puerto Rico and raised in Bushwick, Brooklyn. She has 
        received several honors and awards including the Bronx Council of the 
        Arts First Chapter Award and Columbia University's Outstanding Achievement 
        Award in Literature and Writing. She is a summa cum laude graduate of 
        Columbia University where she also received Phi Beta Kappa honors. She 
        gives many thanks to Columbia University’s HEOP Program for the 
        many blessings it brought into her life. Ms. Hernandez is currently Program 
        Director of Teachers & Writers Collaborative, a non-profit organization 
        that sends writers into the public schools to teach creative writing.",http://www.nyu.edu/calabash/vol2no2/contributors_vol2no2.shtml,,,,
DEBORAH JACK," is Assistant Professor of Photography 
        at the University of Buffalo, where she also received her MFA in the visual 
        arts. Her work has been included in several shows and exhibitions. Ms. 
        Jack is also the author of the poetry collection, The Rainy Season, published 
        by the House of Nehesi Press and has had work published in Calabash. She 
        divides her time between Buffalo and St. Martin. ",http://www.nyu.edu/calabash/vol2no2/contributors_vol2no2.shtml,,,,
JACQUELINE JOAN JOHNSON," is a multi-disciplined 
        writer working in the areas of poetry, books for children, non-fiction 
        and fiction. A graduate of New York University and CUNY, she currently 
        resides in Brooklyn, New York and is a native of Philadelphia, PA. She 
        is the winner of the 1997 third annual White Pine Press Award for Poetry. 
        Her poetry book A Gathering of Mother Tongues was published by White Pine 
        Press in the spring of 1998. Ms. Johnson is a 2002 Cave Canem fellow and 
        she teaches poetry as Frederick Douglas Creative Arts Center in New York 
        City. She is at work on two new projects: a book of poems ""The Place 
        Where Memory Dwells,"" and a novel.",http://www.nyu.edu/calabash/vol2no2/contributors_vol2no2.shtml,,,,
Steven Cramer ,"is the author of four poetry collections: The Eye that Desires to Look Upward, The World Book, Dialogue for the Left and Right Hand, and Goodbye to the Orchard (2004), which was named a 2005 Massachusetts Honor Book and won the Sheila Motton Award from the New England Poetry Club.  His poems and criticism have appeared in The Atlantic Monthly, The Nation, The New Republic, The Paris Review, Partisan Review, Poetry, Triquarterly, and elsewhere.  Recipient of fellowships from the Massachusetts Artists Foundation and the National Endowment for the Arts, he directs the MFA program in creative writing at Lesley University in Cambridge, Massachusetts. ",http://www.nyu.edu/calabash/contributors.shtml,,,,
Carroll Edwards ,"Born in Clarendon, Jamaica, Carroll Edwards attended St. Hugh’s High School, The University of the West Indies, Mona Campus and Carleton University in Ottawa, Canada where she pursued post graduate studies in Journalism. She worked in the civil service and the media before joining the staff of the University of the West Indies where she is currently Senior Assistant Registrar (Public Relations) and part-time Lecturer at the Caribbean Institute of Media and Communication. Her short stories have appeared in the Observer Literary Arts Magazine, the Sunday Gleaner Arts Section and Bearing Witness. Writing is a hobby and she has received gold, silver and bronze medals as well as the 2006 Choice Writer Trophy in the Jamaica Cultural Development Commission (JCDC) annual Creative Writing Competition.",http://www.nyu.edu/calabash/contributors.shtml,,,,
Verna George,"has been a member of the Wayne Brown Writing Workshop (Kingston, JA) since 2001. Her poems have appeared in local newspapers (The Jamaica Observer and The Sunday Gleaner); Bearing Witness 3: The Best of the Observer Literary Arts Magazine 2002;  The Caribbean Writer; Kunapipi; Calabash: A Journal of Caribbean Arts and Letters; and Caribbean Writing Today.  Awards include: 2nd place in the Jamaica Observer's Annual Arts Magazine Awards (2003, 2004 and 2005) and silver and bronze medals in the Jamaica Cultural Development Corporation National Literary Arts Competition 2001.  In 2007 she completed a MFA in Creative Writing (poetry) at Lesley University (Cambridge, MA). A librarian at the University of the West Indies (Mona) Library, she is married with two sons.",http://www.nyu.edu/calabash/contributors.shtml,,,,
Danielle Legros Georges ,"is a writer, translator, the author of a volume of poems, Maroon (Curbstone Press, 2001). Her work has also appeared in journals including Agni, Black Renaissance Noire, and Callaloo, in anthologies including Step Into a World:  A Global Anthology of the New Black Literature; The Butterfly’s Way:  Voices from The Haitian Dyaspora in the United States; Bum Rush the Page; Role Call: A Generational Anthology of Social and Political Black Literature and Art; and Beyond the Frontier: African American Poetry for the 21st Century.  She is an Associate Professor in Arts in Learning Division of Lesley University.",http://www.nyu.edu/calabash/contributors.shtml,,,,
MONIQUE S. SIMON," was born in Antigua and raised between the islands of St. Thomas, USVI and Antigua. She is currently working on her short story collection. Her collection examines the lives of seven women who confront ""un-wellness"" in their personal lives and work towards healing in uniquely Caribbean ways. The stories culminate in a final, mythical tale in which the women's lives cross paths in a communal healing.",http://www.nyu.edu/calabash/vol1no2/contributors_vol1no2.shtml,,,,
EDWARD J. SULLIVAN," is Professor of Art History and Chair of the Department of Fine Arts of New York University. He has published numerous books, articles and exhibition catalogues on Latin American and Caribbean art.",http://www.nyu.edu/calabash/vol1no2/contributors_vol1no2.shtml,,,,
JUNE SPALDING," lives in Florida, where she teaches literature and composition at Palm Beach Community College. In addition to writing poetry, she is working on her first novel. Her poems have been published in Seeds, Healthy Woman, and Link.",http://www.nyu.edu/calabash/vol1no2/contributors_vol1no2.shtml,,,,
LASANA M. SEKOU," is the author of ten books of poetry, monologues, and short stories. He is the editor of National Symbols of St. Martin - A Primer, on the culture, historical personalities, and natural environment of the Caribbean island of St. Martin (1996), and The Independence Papers — Readings on a New Political Status for St. Maarten/St. Martin, the nation's first compilation of political essays (1990). In 1991, Sekou was the executive producer for Fete— The First Recording of Traditional St. Martins Festive Music by Tanny & The Boys. During the mid-1980s he co-directed and wrote for Traditions, the annual drama extravaganzas that changed the face of theater in St. Martin. Sekou's books Nativity & Dramatic Monologues for Today (1988) and Love Songs Make You Cry (1989) have been classroom text at York University (Canada) and Kenyon College (USA), respectively. His poetry and short stories are taught in and selected for the exam-reading list of St. Martin's high schools and course material for the University of St. Martin.",http://www.nyu.edu/calabash/vol1no2/contributors_vol1no2.shtml,,,,
VIRGIL SUAREZ," was born in Havana, Cuba in 1962. He is the author of four published novels: Latin Jazz, The Cutter, Havana Thursdays, and Going Under, and of a collection of short stories titled Welcome to the Oasis. With his wife Delia Poey he has co-edited two best-selling anthologies: Iguana Dreams: New Latino Fiction and Little Havana Blues: A Contemporary Cuban-American Literature Anthology. Most recently he has published an anthology of Latino poetry titled Paper Dance, co-edited with Victor Hernandez Cruz and Leroy V. Quintana, and his own collection of poetry and memoir titled Spared Angola: Memories From a Cuban-American Childhood His poetry, stories, translations, and essays continue to be published in journals and reviews the likes of TriQuarterly, Field, Cimanon, Meridian, Callaloo, The Ohio Review, The Caribbean Review, Salmagundi, New England Review, Ploughshares, The Mississippi Review, The Kenyon Review, and Prairie Schooner, and many others in the United States and abroad. His poetry and fiction have been nominated for two Pushcart Prizes, and received one Pushcart Prize this year. He's also been nominated for the Pulitzer Prize twice. He is the recipient of a NEA and a Florida Individual Artist Grant. You Come Singing a new collection of poems, is out from Tia Chucha Press/ Northwestern University, as well as the limited edition book of poems titled Garabato Poems (Wings Press, San Antonio.) In The Republic of Longing a new collection, is out from Bilingual Review Press/Arizona State University. Next year Palm Crows, his fifth collection, will be out from the University of Arizona Press ""Camino del Sol"" Series. Currently he is at work on a new collection tentatively titled Caliban Ponders Chaos, from which the poems in this issue of Calabash are taken.",http://www.nyu.edu/calabash/vol1no2/contributors_vol1no2.shtml,,,,
Y. C. MURPHY," lives in Queens, NY and is Assistant 
Professor of Cultural Studies at SUNY Empire State College. She has published poems in 
Black Warrior Review, Gulf Coast, Third Coast, Epoch, among other small magazines.",http://www.nyu.edu/calabash/vol2no1/contributors_vol2no1.shtml,,,,
LOUISA NURSE,"'S work has been published in newspapers and newsletters in her homeland, Barbados. This office professional by day, has been performing all her life and gained an associate degree in performing arts with a major in drama. She uses this experience in performing her poetry at Open Mic sessions as well as national cultural events. She is an active member of VOICES: Barbados Writers' Collective and was their feature writer in January 2001. She was also the feature writer for September 2001 Rhapsody of Voices: An Evening of Spoken Word hosted by VOICES & the Casuarina Beach Hotel, Barbados. Louisa is a medalist at Barbados' National Festival of Creative Arts (NIFCA); 2000 Third Prize winner, NCF/Miller Cutting Edge Writing Contest for the poem ""Quest"" (only award winning poet); and received an ""Honourable Mention"" for the poem ""Substratum: Pierced"", for the 2001 Inaugural Poetry Month Writing Contest hosted by the Commission for Pan African Affairs, (Barbados). Louisa has been awarded - the 2001 International Poet of Merit, Distinguished Member and Editor's Choice, from the International Society of Poets.",http://www.nyu.edu/calabash/vol2no1/contributors_vol2no1.shtml,,,,
N'MAYA PATRICIA," is a poet living in New York.",http://www.nyu.edu/calabash/vol2no1/contributors_vol2no1.shtml,,,,
KEVIN CLARK POWER," lived for ten years in Cuba, and has coordinated visual arts exhibitions throughout the Caribbean. Presently he teaches at Universidad de Alicante in Spain.",http://www.nyu.edu/calabash/vol2no1/contributors_vol2no1.shtml,,,,
OLIVE SENIOR," is the author of eight books including three collections of short stories.- Summer Lightning (UK: Longman, 1986) which won the Commonwealth Writers Prize, 1987, Arrival of the Snake-Woman (UK: Longman 1989) and Discerner of Hearts (Toronto: McClelland and Stewart 1995), two of poetry — Gardening in the Tropics (Toronto: McClelland and Stewart 1994, UK: Bloodaxe 1995) and Talking of Trees (Kingston, Jamaica: Calabash 1986) and non-fiction works on Caribbean culture including A-Z of Jamaican Heritage (Heinemann 1984) and Working Miracles: Women's Lives in the English-Speaking Caribbean (UK: James Currey; USA: Indiana University Press 1991). She is also included in Quartet (Longman 1995), a collection of four women writers including Alice Walker, Maya Angelou and Lorna Goodison.Senior travels extensively, giving readings of her work and conducting writing workshops. She is currently on the faculty of the Humber School for Writers at Humber College, Toronto, Canada, and has taught in the writing programme at the University of Toronto. She has also served as director of the Fiction Workshop of the Caribbean Writers Summer Institute, University of Miami, Florida, USA. She will teach a writing course in fiction at Barnard College, New York City in 2001.",http://www.nyu.edu/calabash/vol2no1/contributors_vol2no1.shtml,,,,
PASCAL J. LAFONTANT," grew up in Miragoane, 
        Haiti. His poems have appeared in The Bitter Oleander, Lamadel:Cents Poèmes 
        Créole, Galaxy, and Remedy. He was a finalist for the 2001 Frances 
        Locke Memorial Prize. He lives in Houston, Texas.",http://www.nyu.edu/calabash/vol2no2/contributors_vol2no2.shtml,,,,
MIA LEONIN’S," first book of poetry Braid 
        was selected by Anhinga Press as part of the Florida Poetry Series. Her 
        poetry has appeared in Prairie Schooner, Indiana Review, New Letters and 
        others. She is of Cuban-American descent, lives in Miami and teaches at 
        the University of Miami.",http://www.nyu.edu/calabash/vol2no2/contributors_vol2no2.shtml,,,,
DWIGHT MAXWELL," is a native of Jamaica and 
        lives in New York City, where he instructs Humanities at Second Opportunity 
        high school. He received a MFA in Creative Writing from New York University 
        in 1997 and was recently awarded a residency at Teachers and Writers Collaborative. 
        His poetic works appeared in such literary journals as: Callaloo, Calabash, 
        and the Seneca Review.",http://www.nyu.edu/calabash/vol2no2/contributors_vol2no2.shtml,,,,
IAN MCDONALD," was born in 1933 in Trinidad 
        and received a Honours Degree in History from Cambridge University. He 
        has lived in Guyana since 1955 where is he currently Chief Executive Officer 
        of the Sugar Association of the Caribbean. As a sportsman, he played at 
        Wimbledon and captained the West Indies Davis Cup Team throughout the1950s 
        --1960s. He is the author of the novel The Humming-Bird Tree, and the 
        poetry collections: Mercy Ward, Essequibo, and Jaffo the Calypsonian with 
        a new collection Between Silence and Silence due to come out in 2004. 
        He is the editor of the magazine Kyk-Over-Al, and helped edit and write 
        the introduction for Selected Poems of Martin Carter; and edited jointly 
        with Jacqueline De Weever A.J. Seymour's Collected Poems. He received 
        a Honorary Doctorate of Letters from the University of the West Indies.",http://www.nyu.edu/calabash/vol2no2/contributors_vol2no2.shtml,,,,
COLIN ROBINSON," straddles a national and cultural 
        identity with the Caribbean and Trinidad, where he spent his childhood 
        and adolescence – and another with the political and expressive 
        communities he has helped build as a “Black, Gay man” or a 
        “queer man of color” in New York City, where he has spent 
        his entire adult life. His creative work is similarly fragmented; he managed 
        production and served as administrator for Other Countries: Black Gay 
        Voices; collaborated with choreographer Ronald K. Brown on Lessons and 
        filmmaker Marlon Riggs on Tongues Untied and Anthem. His poems and essays 
        have appeared primarily in LBGT and independent literary and political 
        journals and anthologies since 1985.",http://www.nyu.edu/calabash/vol2no2/contributors_vol2no2.shtml,,,,
Millicent A. Graham ,is a member of the Wayne Brown Writers workshop and has participated in the Calabash Writers Workshops. She has won local awards for her poetry including the well-established Observer Literary Award for Poetry in 2005 and silver and bronze in the Jamaica Cultural Development Commission (JCDC) Literary Arts Competition in 2005 & 2007.  Her work has been published in the anthology Bearing Witness 3 and in The Caribbean Writer. ,http://www.nyu.edu/calabash/contributors.shtml,,,,
Hyacinth Hall,"is a graduate of the University of the West Indies (Mona) where she earned a Ph.D., in Educational Psychology.  She has worked at the University of Technology, University of the West Indies (Mona), University of Sierra Leone, University College of the Caribbean and has been a consultant for UNICEF and UNIFEM.  Since her retirement she has been writing poetry and is a member of Wayne Brown's Poetry Workshop.  Her work has been published in both the Gleaner and the Observer.",http://www.nyu.edu/calabash/contributors.shtml,,,,
Janine Joseph ,"was born in the Philippines, and now lives in both California and New York. Her recent publications include poems in or forthcoming from Third Coast, Spoon River Poetry Review, Nimrod International Journal, Salt Hill, Fugue, and Caribbean Writing Today. A Kundiman fellow, she holds undergraduate and graduate degrees from UC Riverside and the Creative Writing Program at New York University. In the fall, she will begin her doctoral studies at the University of Houston.",http://www.nyu.edu/calabash/contributors.shtml,,,,
Sharon Leach ,"was born in Kingston, Jamaica, where she lives and works as a columnist for the Jamaica Observer, as well as editor for Bookends, the paper’s weekly literary arts supplement. Also a fiction writer, she has been anthologized in Bearing Witness 2000, 2001, 2002; Kunapipi, Journal of Postcolonial Writing; Iron Balloons: Fiction from Jamaica’s Calabash Writer’s Workshop; and Blue Latitudes: An Anthology of Caribbean Women Fiction Writers. Her short fiction has also appeared in the Jamaica Journal and Caribbean Writing Today. Her first collection of stories, What You Can’t Tell Him: Stories, was recently published.",http://www.nyu.edu/calabash/contributors.shtml,,,,
Cordella Wallace Lewis ," graduated from the University of The West Indies with a first degree in English, Spanish and Geography, and a second degree (M.Phil.) in West Indian Writing. She later completed a Certificate in Distance Education For Development at the University of London, and the Open University at Milton Keynes in the U.K. respectively.  A trained graduate of Shortwood Teachers College, she taught for 15 years and practiced school supervision for another 15 years before retiring from the Ministry of Education, Youth and Culture in the late nineties. As a member of the prestigious Writers Workshop conducted by Wayne Vincent Brown, her short stories, poems and articles, have appeared in both the Sunday Observer and the Sunday Gleaner for more than 8 years. She is now writing a novel.",http://www.nyu.edu/calabash/contributors.shtml,,,,
Ann-Margaret Lim ,"lives in the hills of St. Andrew, Jamaica, where outside of work, she reads poetry and prose and swoons over her daughter Kayla. She lists meeting Sir Derek Walcott, attending both Wayne Brown and Prof Mervyn Morris workshops, and reading D.H. Lawrence’s The Rainbow as some highpoints of her literary experience.",http://www.nyu.edu/calabash/contributors.shtml,,,,
JOSEPH ZOBEL," was born in 1915 in Martinique. He is the author of several novels and short-stories in which social issues are at the forefront. An award-winning movie, Sugar Cane Alley, was made after Zobel's famous novel, La Rue Cases-Negres. Joseph Zobel spent some time in Senegal, and lives now in the Southern part of France.",http://www.nyu.edu/calabash/vol1no2/contributors_vol1no2.shtml,,,,
DORUS VREDE,"Born in Brokopondo, Suriname, ",http://www.nyu.edu/calabash/vol1no2/contributors_vol1no2.shtml,,,,
CHRISTOPHER WINKS,"Currently the Acting Associate Director of the Africana Studies Program at New York University, ",http://www.nyu.edu/calabash/vol1no2/contributors_vol1no2.shtml,,,,
,,http://www.nyu.edu/calabash/vol1no2/contributors_vol1no2.shtml,,,,
FRANKLIN SIRMAN," is an independent curator and critic.",http://www.nyu.edu/calabash/vol2no1/contributors_vol2no1.shtml,,,,
VIRGIL SUAREZ," was born in Havana, Cuba in 1962. He is the author of four published novels: Latin Jazz, The Cutter, Havana Thursdays, and Going Under, and of a collection of short stories titled Welcome to the Oasis. With his wife Dela Poey he has co-edited two best-selling anthologies: Iguana Dreams: New Latino Fiction and Little Havana Blues: A Contemporary Cuban-American literature anthology. Most recently, he has published an anthology of Latino poetry, Quintana. His poetry, stories and translations, and essays continue to be published in journals and reviews the likes of TriQuarterly Field, Cimarron, Meridian, Callaloo, the Ohio review, the Mississippi Review, Salmagundi, New England review, Ploughshares. ",http://www.nyu.edu/calabash/vol2no1/contributors_vol2no1.shtml,,,,
PATRICK SYLVAIN,", born in Port-au-Prince, Haiti, emigrated to Massachusetts in December 1981. He was a Conant Fellow at the Harvard Graduate School of Education where he earned his Masters degree. He works as a bilingual public school teacher in Massachusetts. He is also a video-photographer who worked as a special researcher with the PBS' documentary series: FRONTLINE. Sylvain, who is a former member of the Dark Room Collective and founding member of the Haitian American Writers Coalition, has co-edited a special issue of Compost Magazine on Haitian Writers and has received a 1996 finalist grant for poetry from the Massachusetts Cultural Council. In December 2000, he was elected board member of PEN New England and he is also the co-chair of the Diversity Committee (PEN). Sylvain has been widely published work. ",http://www.nyu.edu/calabash/vol2no1/contributors_vol2no1.shtml,,,,
EUNICE HEATH TATE," was born in Jamaica and now lives and writes in Florida. She is the author of Background Noises, a collection of poetry. Her fiction, poetry and essays appeared in newspapers, magazines, anthologies and journals, including The Caribbean Writer and MaComere. Her non-fiction book Scraping My Heartis to be published soon.",http://www.nyu.edu/calabash/vol2no1/contributors_vol2no1.shtml,,,,
BONAFIDE ROJAS," is a poet/musician/photographer/teacher, 
        a native of the transplanted Puerto Rican town of the Bronx. He is the 
        2002 SLAM THIS! Champion and a member of the 2002 New York City | Union 
        Square Slam team. His work can be found in Bum Rush the Page: a Def Poetry 
        Jam (Three Rivers Press, 2002), RoleCall: A Generational Anthology of 
        Social and Political Black Literature and Art (Third World Press, 2002), 
        The Centro Journal, the academic publication of The Center for Puerto 
        Rican Studies (Hunter College, 2001) focusing on the next generation of 
        Nuyorican poets and Freedom to Speak, the first anthology by Poetry Slam, 
        Inc. His first book Pelo Bueno (Dark Souls Press, April 2003) deals with 
        the issues of stereotypes, cultural preservation, music, love, struggle, 
        racism, and personal growth.",http://www.nyu.edu/calabash/vol2no2/contributors_vol2no2.shtml,,,,
RODRIGO ROJAS,"’ poetry has appeared 
        or is forthcoming in : 580Split, Lake Effect, Xavier Review, Frantic Egg, 
        Ginko Tree, Cuadernos Hispanoamericanos, Ajo y Zafiros, Plagio, and Aérea. 
        A recipient of a Fulbright Fellowship and a recent graduate of NYU’s 
        Creative Writing MFA, he teaches undergraduates in the Literatura Creativa 
        poetry program at Universidad Diego Portales, Chile.",http://www.nyu.edu/calabash/vol2no2/contributors_vol2no2.shtml,,,,
SILVIO TORRES-SAILLANT, ,http://www.nyu.edu/calabash/vol2no2/contributors_vol2no2.shtml,,,,
ROBERT EDISON SANDIFORD , ,http://www.nyu.edu/calabash/vol2no2/contributors_vol2no2.shtml,,,,
OLIVE SENIOR," is the author of eight books, 
        including: Summer Lightning, Arrival of the Snake Woman and Discerner 
        of Hearts --- all short story collections. She has also published two 
        collections of poems, Gardening in the Tropics and Talking of Trees, as 
        well as several non-fiction books. Her Encyclopedia of Jamaican Heritage 
        is forthcoming.",http://www.nyu.edu/calabash/vol2no2/contributors_vol2no2.shtml,,,,
KATIA ULYSSE," was born in Haiti. Her short 
        stories, essays, and poetry have been published in various literary journals, 
        including The Caribbean Writer, Peregrine, Phoebe, Poui, and MaComere. 
        Her work has been anthologized in The Butterfly’s Way (Soho Press, 
        2000). Ulysse is also the Co-Founder of The Dona Literacy Grant for Children 
        in Haiti. ",http://www.nyu.edu/calabash/vol2no2/contributors_vol2no2.shtml,,,,
Earl McKenzie ,"McKenzie teaches philosophy at the University of the West Indies, Mona.  He is a much published fiction and poetry writer in addition to being an accomplished visual artist.",http://www.nyu.edu/calabash/contributors.shtml,,,,
Marianela Medrano ,"is a Dominican writer and psychotherapist, living in Connecticut since 1990.  She offers workshops and readings in various venues in Connecticut and other parts of the country. In her workshops, she combines literature, psychology, and her research on the Sacred Feminine to help others find new ways of knowing the wholeness of human beings. She holds a Ph.D. in psychology. Medrano has published the following poetry books: Oficio de Vivir (1986), Los Alegres Ojos de la Tristeza (1987), Regando Esencias/The Scent of Waiting (1998) and Curada de Espantos (2002). ",http://www.nyu.edu/calabash/contributors.shtml,,,,
Yvonne C. Murphy ,"held a Stegner Fellowship in Poetry at Stanford University and received a Ph.D. in Creative Writing from the University of Houston. Yvonne currently lives in Queens, NY, and teaches Cultural Studies at Empire State College.",http://www.nyu.edu/calabash/contributors.shtml,,,,
Anton Nimblett ,"is a native of Trinidad and Tobago who lives and writes in Brooklyn.  His fiction appeared in African American Review, African Voices, Calabash: A Journal of Caribbean Arts and Letters and Our Caribbean, an anthology of LGBT Caribbean Literature, edited by Thomas Glave. He read fiction and poetry at Louder Arts, Cornelia Street Cafe, Harlem Tea Room and as part of Cheryl Boyce-Taylor’s Q2 series at Bowery Poetry Club.  In 2006 he joined with others to perform Tongues Unchained: A Tribute to Other Countries at Long Island University’s Kumble Theater. ",http://www.nyu.edu/calabash/contributors.shtml,,,,
